keyword       ,clientTimeList ,serverTime ,totalTime ,resultLength ,counter
F48910#F2478  ,           143 ,    809106 ,   809250 ,           3 ,      2
F4914#F47914  ,           313 ,    865397 ,   865712 ,           6 ,      6
F34282#F32998 ,            97 ,    879700 ,   879799 ,           1 ,      1
F55851#F24409 ,           224 ,    805311 ,   805537 ,           4 ,      4
F33579#F49252 ,           134 ,    797166 ,   797302 ,           0 ,      2
F6403#F50359  ,           611 ,    795257 ,   795871 ,           9 ,     13
F21483#F52434 ,           390 ,    881097 ,   881490 ,           6 ,      8
F27764#F3965  ,          1090 ,    810027 ,   811120 ,          23 ,     24
F60965#F23638 ,            52 ,    834620 ,   834674 ,           0 ,      0
F46959#F50724 ,           320 ,    923520 ,   923842 ,           4 ,      6
F16096#F1410  ,          2322 ,    843123 ,   845448 ,          33 ,     51
F5125#F16914  ,          1217 ,    839319 ,   840538 ,          21 ,     26
F57367#F45650 ,           231 ,    826394 ,   826628 ,           0 ,      4
F41397#F58541 ,            56 ,    839182 ,   839241 ,           1 ,      0
F14278#F45714 ,          1177 ,    896877 ,   898058 ,          12 ,     15
F31630#F42996 ,           413 ,    852889 ,   853305 ,           3 ,      8
F18842#F14217 ,          1731 ,    976284 ,   978017 ,          15 ,     37
F57178#F18794 ,           192 ,    856362 ,   856556 ,           2 ,      3
F8367#F34185  ,           366 ,    849457 ,   849826 ,           7 ,      7
F58077#F27998 ,            98 ,    830316 ,   830415 ,           1 ,      1
F57844#F55558 ,            54 ,    836896 ,   836953 ,           0 ,      0
F40657#F37310 ,           145 ,    904301 ,   904448 ,           2 ,      2
F53835#F4582  ,           143 ,    841480 ,   841625 ,           1 ,      2
F22254#F46759 ,           785 ,    984745 ,   985532 ,           9 ,     16
F5480#F35447  ,            54 ,    854881 ,   854937 ,           1 ,      0
F57108#F45769 ,           278 ,    850900 ,   851181 ,           4 ,      5
F9315#F45503  ,           693 ,    844711 ,   845406 ,          12 ,     14
F4473#F37727  ,           646 ,    832977 ,   833626 ,          13 ,     13
F11469#F44754 ,           498 ,    910057 ,   910557 ,           9 ,     10
F30869#F35528 ,           178 ,    825844 ,   826024 ,           1 ,      3
F7146#F59709  ,            55 ,    972643 ,   972701 ,           1 ,      0
F18647#F57024 ,           326 ,    863193 ,   863521 ,           5 ,      6
F19763#F30249 ,            53 ,    845917 ,   845972 ,           1 ,      0
F61087#F35768 ,            53 ,    839671 ,   839727 ,           0 ,      0
F24685#F31172 ,           674 ,    837621 ,   838297 ,           9 ,     14
F58872#F35340 ,           105 ,    904152 ,   904260 ,           0 ,      1
F60706#F13904 ,            61 ,    835753 ,   835816 ,           1 ,      0
F52760#F46855 ,           234 ,    961455 ,   961692 ,           3 ,      4
F31131#F9148  ,          1015 ,    871453 ,   872471 ,          13 ,     21
F26610#F26779 ,           146 ,    841283 ,   841442 ,           3 ,      2
F1805#F43155  ,           918 ,    836858 ,   837779 ,          17 ,     19
F48770#F7314  ,           378 ,    831547 ,   831927 ,           6 ,      7
F4508#F29780  ,           412 ,    910138 ,   910552 ,           7 ,      8
F20370#F16934 ,          1798 ,    803279 ,   805079 ,          23 ,     39
F33314#F54569 ,           266 ,    900757 ,   901026 ,           2 ,      5
F46560#F38322 ,           188 ,    884540 ,   884730 ,           4 ,      3
F24342#F32792 ,            55 ,    839545 ,   839602 ,           1 ,      0
F57257#F10691 ,           100 ,    829753 ,   829855 ,           2 ,      1
F56064#F63230 ,            53 ,    836263 ,   836319 ,           0 ,      0
F48855#F46366 ,           143 ,    903388 ,   903534 ,           2 ,      2
F36606#F2271  ,           414 ,    835899 ,   836315 ,           9 ,      8
F47873#F59925 ,            53 ,    906213 ,   906269 ,           1 ,      0
F21824#F24739 ,            57 ,    920441 ,   920500 ,           0 ,      0
F21228#F34078 ,           547 ,    842127 ,   842677 ,           6 ,     11
F14042#F4533  ,          3889 ,    837387 ,   841278 ,          58 ,     86
F39071#F24822 ,           374 ,    831132 ,   831508 ,           6 ,      7
F59394#F53380 ,            55 ,    901713 ,   901770 ,           0 ,      0
F38712#F41325 ,           804 ,    823236 ,   824043 ,           8 ,      9
F28754#F28540 ,           352 ,    838811 ,   839166 ,           6 ,      7
F10262#F17207 ,          1812 ,    933682 ,   935496 ,          28 ,     40
F23254#F32465 ,           137 ,    818009 ,   818148 ,           3 ,      2
F24211#F18776 ,          1532 ,    833391 ,   834925 ,          18 ,     35
F9496#F34052  ,           459 ,    835121 ,   835582 ,           8 ,      9
F53166#F26259 ,           146 ,    836951 ,   837100 ,           2 ,      2
F31006#F45581 ,            56 ,    873070 ,   873128 ,           1 ,      0
F14596#F9668  ,          2004 ,    840692 ,   842699 ,          32 ,     46
F11451#F20792 ,          2880 ,    972612 ,   975495 ,          41 ,     63
F20924#F37112 ,           825 ,    858389 ,   859215 ,          14 ,     17
F58619#F42985 ,            52 ,    828940 ,   828994 ,           0 ,      0
F21371#F57248 ,           143 ,    812876 ,   813022 ,           1 ,      2
F9269#F35770  ,            52 ,    809639 ,   809693 ,           1 ,      0
F11328#F22161 ,          1490 ,    897373 ,   898865 ,          26 ,     32
F17747#F57994 ,            54 ,    852997 ,   853053 ,           1 ,      0
F29740#F60201 ,            57 ,    983613 ,   983673 ,           0 ,      0
F631#F59898   ,           102 ,    847626 ,   847730 ,           1 ,      1
F30724#F7663  ,           191 ,    835135 ,   835329 ,           4 ,      3
F23416#F21148 ,          1254 ,    842389 ,   843645 ,          14 ,     27
F7644#F27527  ,          1431 ,    850891 ,   852324 ,          19 ,     31
F35717#F60108 ,            53 ,    896565 ,   896620 ,           0 ,      0
F20955#F6779  ,          1281 ,    798973 ,   800256 ,          20 ,     29
F20961#F56758 ,           306 ,    926882 ,   927190 ,           4 ,      6
F33764#F21932 ,           179 ,    848717 ,   848899 ,           1 ,      3
F28445#F37292 ,          1169 ,    836893 ,   838065 ,          14 ,     25
F22846#F37188 ,           582 ,    835023 ,   835608 ,          10 ,     12
F22279#F27818 ,           278 ,    831112 ,   831392 ,           4 ,      5
F13629#F1879  ,          1038 ,    902991 ,   904031 ,          19 ,     22
F41844#F39590 ,           528 ,    798368 ,   798898 ,           5 ,     11
F50436#F53119 ,           133 ,    912954 ,   913090 ,           0 ,      2
F40449#F32702 ,           318 ,    841897 ,   842217 ,           3 ,      6
F317#F38869   ,           963 ,    809710 ,   810675 ,          18 ,     21
F21254#F53448 ,           265 ,    800981 ,   801249 ,           5 ,      5
F18327#F5520  ,          2188 ,    798307 ,   800498 ,          33 ,     50
F21087#F60059 ,            51 ,    880297 ,   880350 ,           1 ,      0
F16904#F7498  ,           682 ,    811371 ,   812056 ,           8 ,     14
F11625#F8055  ,          1716 ,    921510 ,   923228 ,          26 ,     37
F5605#F12822  ,          2980 ,    908554 ,   911537 ,          43 ,     64
F51087#F41223 ,           454 ,    842517 ,   842974 ,           8 ,      9
F9725#F35776  ,            54 ,    837042 ,   837099 ,           1 ,      0
F16733#F39355 ,           284 ,    828177 ,   828463 ,           4 ,      5
F58040#F26138 ,           144 ,    896012 ,   896158 ,           2 ,      2
F58035#F37775 ,            57 ,    825114 ,   825174 ,           1 ,      0
F15396#F18164 ,          1119 ,    885141 ,   886262 ,          19 ,     24
F5011#F14740  ,          1848 ,    943546 ,   945396 ,          29 ,     39
F53340#F15636 ,            99 ,    849837 ,   849939 ,           2 ,      1
F38798#F41988 ,           144 ,    834917 ,   835064 ,           1 ,      2
F50257#F48413 ,            56 ,    841807 ,   841865 ,           1 ,      0
F61787#F25623 ,           143 ,    877203 ,   877349 ,           0 ,      2
F4813#F43792  ,           349 ,    881148 ,   881501 ,           4 ,      3
F59967#F1502  ,            54 ,    861534 ,   861590 ,           1 ,      0
F50231#F6145  ,           242 ,    968631 ,   968876 ,           5 ,      4
F55044#F15567 ,           371 ,    847945 ,   848318 ,           6 ,      7
F39314#F14079 ,           595 ,    807943 ,   808540 ,          10 ,     12
F20959#F38281 ,           569 ,    799854 ,   800426 ,          11 ,     12
F37117#F15288 ,           739 ,    789135 ,   789876 ,          11 ,     16
F4281#F1879   ,          3442 ,    892241 ,   895686 ,          60 ,     79
F48505#F61957 ,           179 ,    801460 ,   801641 ,           1 ,      3
F19280#F3865  ,           955 ,    968202 ,   969159 ,          15 ,     21
F51447#F56744 ,           146 ,    854718 ,   854867 ,           2 ,      2
F44978#F39074 ,           325 ,    841020 ,   841347 ,           5 ,      6
F42725#F19724 ,           101 ,    833124 ,   833228 ,           2 ,      1
F34977#F20632 ,            61 ,    839887 ,   839950 ,           1 ,      0
F45794#F45221 ,           101 ,    893755 ,   893859 ,           1 ,      1
F25204#F51989 ,           616 ,    810058 ,   810677 ,           9 ,     12
F27927#F29908 ,            53 ,    939944 ,   940000 ,           1 ,      0
F4870#F50654  ,           314 ,    828315 ,   828632 ,           5 ,      6
F5426#F11836  ,          1218 ,    812255 ,   813476 ,          22 ,     27
F22519#F24032 ,           905 ,    808930 ,   809837 ,          13 ,     20
F33849#F44408 ,           310 ,    809583 ,   809894 ,           3 ,      6
F44643#F49995 ,           395 ,    892671 ,   893069 ,           5 ,      8
F58902#F6762  ,           181 ,    809047 ,   809232 ,           4 ,      3
F49155#F5001  ,           527 ,    927127 ,   927656 ,          11 ,     11
F13736#F30443 ,           782 ,    839326 ,   840109 ,           6 ,     17
F17859#F38434 ,           414 ,    838738 ,   839155 ,           9 ,      8
F47910#F33999 ,           270 ,    829427 ,   829700 ,           2 ,      5
F36586#F25886 ,           502 ,    828140 ,   828645 ,           7 ,     10
F51321#F53872 ,            53 ,    900005 ,   900061 ,           1 ,      0
F49836#F52105 ,           309 ,    797664 ,   797975 ,           2 ,      6
F32097#F8671  ,           609 ,    912645 ,   913256 ,          13 ,     13
F42469#F16224 ,           142 ,    848687 ,   848832 ,           3 ,      2
F1587#F4840   ,          2092 ,    809740 ,   811835 ,          30 ,     48
F23433#F40360 ,           518 ,    817493 ,   818013 ,           8 ,     11
F10998#F45202 ,           187 ,    827875 ,   828064 ,           4 ,      3
F55075#F33468 ,            96 ,    901185 ,   901284 ,           0 ,      1
F23964#F63368 ,            53 ,    815630 ,   815686 ,           0 ,      0
F59443#F41913 ,            52 ,    895163 ,   895218 ,           0 ,      0
F52010#F50297 ,           146 ,    917817 ,   917965 ,           0 ,      2
F6361#F16355  ,          2243 ,    847798 ,   850042 ,          43 ,     49
F37867#F48754 ,            54 ,    844547 ,   844603 ,           0 ,      0
F40288#F3848  ,           189 ,    836970 ,   837162 ,           3 ,      3
F44584#F35427 ,           233 ,    908968 ,   909203 ,           4 ,      4
F16774#F24052 ,          1477 ,    811748 ,   813227 ,          26 ,     33
F19489#F9886  ,            50 ,    859643 ,   859695 ,           0 ,      0
F51991#F38087 ,           196 ,    952048 ,   952247 ,           2 ,      3
F56786#F46387 ,            97 ,    844042 ,   844141 ,           0 ,      1
F43048#F28135 ,           499 ,    832262 ,   832763 ,           3 ,     10
F19082#F25399 ,          1163 ,    827922 ,   829088 ,          20 ,     25
F31838#F27310 ,           369 ,    827733 ,   828105 ,           7 ,      7
F14949#F45177 ,            86 ,    896938 ,   897027 ,           1 ,      0
F53092#F38297 ,           472 ,    854305 ,   854779 ,           7 ,      9
F51548#F6970  ,           145 ,    979196 ,   979344 ,           0 ,      2
F2891#F43779  ,           902 ,    855584 ,   856489 ,          16 ,     19
F47564#F35369 ,           274 ,    848920 ,   849197 ,           3 ,      5
F47650#F10005 ,           324 ,    835701 ,   836027 ,           6 ,      6
F42103#F9535  ,           366 ,    834466 ,   834834 ,           6 ,      7
F20989#F62555 ,            52 ,    905815 ,   905869 ,           1 ,      0
F21464#F39920 ,           636 ,    837590 ,   838229 ,          11 ,     13
F26176#F45478 ,           682 ,    974253 ,   974937 ,           8 ,     14
F38527#F25441 ,           767 ,    856087 ,   856856 ,           7 ,     16
F26459#F1343  ,            72 ,    837853 ,   837927 ,           1 ,      0
F31208#F15499 ,            55 ,    836710 ,   836767 ,           1 ,      0
F51721#F57345 ,           145 ,    827075 ,   827222 ,           1 ,      2
F48521#F43054 ,           321 ,    918794 ,   919117 ,           3 ,      6
F1966#F38632  ,          1524 ,    839315 ,   840842 ,          22 ,     33
F16215#F7991  ,          2778 ,    967465 ,   970245 ,          43 ,     61
F56580#F58223 ,            55 ,    864888 ,   864945 ,           1 ,      0
F14108#F62844 ,            54 ,    840800 ,   840857 ,           1 ,      0
F62579#F46652 ,            54 ,    835174 ,   835230 ,           1 ,      0
F37060#F48534 ,           590 ,    836147 ,   836739 ,           8 ,     12
F42735#F45932 ,           321 ,    904721 ,   905044 ,           6 ,      6
F50050#F61499 ,            51 ,    835088 ,   835141 ,           0 ,      0
F57239#F30449 ,            99 ,    951293 ,   951395 ,           1 ,      1
F51828#F7235  ,           149 ,    887071 ,   887222 ,           3 ,      2
F19787#F62549 ,            53 ,    860013 ,   860069 ,           0 ,      0
F50375#F13157 ,           144 ,    836817 ,   836964 ,           2 ,      2
F13281#F53923 ,           143 ,    842957 ,   843103 ,           3 ,      2
F43802#F15335 ,           635 ,    901617 ,   902254 ,          10 ,     13
F8102#F57964  ,            53 ,    807890 ,   807946 ,           1 ,      0
F37902#F36029 ,           355 ,    906259 ,   906617 ,           4 ,      7
F39102#F30516 ,           287 ,    919115 ,   919404 ,           0 ,      5
F30576#F54096 ,            57 ,    853755 ,   853814 ,           1 ,      0
F38628#F19485 ,           100 ,    846900 ,   847002 ,           2 ,      1
F59288#F400   ,            56 ,    843394 ,   843452 ,           1 ,      0
F23118#F33812 ,            54 ,    905014 ,   905069 ,           0 ,      0
F30219#F5558  ,           322 ,    842387 ,   842712 ,           7 ,      6
F18127#F28977 ,           503 ,    886773 ,   887279 ,           9 ,     10
F14095#F33485 ,           327 ,    947863 ,   948192 ,           5 ,      6
F37750#F14242 ,          1032 ,    838232 ,   839267 ,          15 ,     22
F7765#F24727  ,          1338 ,    846047 ,   847387 ,          16 ,     29
F50973#F14062 ,           286 ,    844942 ,   845231 ,           6 ,      5
F7554#F32995  ,           506 ,    889628 ,   890137 ,          10 ,     10
F48475#F26919 ,           783 ,    861240 ,   862028 ,           3 ,      9
F55420#F54305 ,           100 ,    857200 ,   857302 ,           1 ,      1
F117#F26806   ,          1239 ,    965974 ,   967215 ,          21 ,     26
F20694#F20248 ,           685 ,    847499 ,   848187 ,          13 ,     14
F14497#F25627 ,            54 ,    840766 ,   840823 ,           1 ,      0
F4750#F21188  ,           100 ,    835454 ,   835555 ,           2 ,      1
F27806#F3506  ,          1142 ,    836150 ,   837295 ,          20 ,     24
F50307#F50474 ,           453 ,    897268 ,   897723 ,           6 ,      9
F1408#F6755   ,          1477 ,    816939 ,   818419 ,          26 ,     33
F3365#F18304  ,          1591 ,    941844 ,   943436 ,          24 ,     36
F3771#F22962  ,           820 ,    840966 ,   841789 ,          11 ,     18
F33285#F42374 ,           187 ,    837003 ,   837193 ,           2 ,      3
F28930#F56318 ,           190 ,    834533 ,   834725 ,           4 ,      3
F35379#F62882 ,            53 ,    832332 ,   832387 ,           0 ,      0
F59338#F8926  ,            56 ,    887907 ,   887964 ,           1 ,      0
F30277#F22942 ,           696 ,    822731 ,   823429 ,          15 ,     15
F6542#F22736  ,           640 ,    980079 ,   980721 ,          13 ,     13
F14711#F22118 ,           543 ,    850619 ,   851164 ,           5 ,     11
F31930#F28458 ,           692 ,    843427 ,   844121 ,           7 ,     14
F52747#F23204 ,            53 ,    834532 ,   834587 ,           1 ,      0
F57098#F20499 ,           154 ,    830777 ,   830934 ,           3 ,      2
F2124#F18161  ,          1973 ,    901780 ,   903756 ,          23 ,     43
F7454#F8422   ,          2851 ,    840282 ,   843134 ,          44 ,     63
F41334#F13408 ,           679 ,    977358 ,   978039 ,          13 ,     14
F34403#F16856 ,           685 ,    877018 ,   877705 ,           6 ,     14
F6039#F11415  ,          2412 ,    855106 ,   857520 ,          32 ,     53
F10349#F15314 ,          1114 ,    843454 ,   844570 ,          15 ,     24
F18844#F6076  ,          1568 ,    833469 ,   835039 ,          24 ,     34
F3688#F19536  ,          1743 ,    899705 ,   901449 ,          20 ,     38
F43291#F8506  ,           563 ,    792377 ,   792943 ,          10 ,     12
F4022#F53075  ,           140 ,    906127 ,   906270 ,           3 ,      2
F20130#F35492 ,           230 ,    844935 ,   845168 ,           3 ,      4
F61808#F24553 ,            55 ,    804894 ,   804951 ,           0 ,      0
F34112#F60768 ,           280 ,    797260 ,   797543 ,           2 ,      5
F33661#F42817 ,            55 ,    794262 ,   794319 ,           0 ,      0
F12378#F1569  ,          3010 ,    880583 ,   883596 ,          59 ,     69
F17128#F28322 ,           836 ,    831419 ,   832258 ,          12 ,     18
F49823#F17059 ,           591 ,    916150 ,   916743 ,          11 ,     12
F43708#F3840  ,           193 ,    917898 ,   918093 ,           3 ,      3
F37707#F57283 ,            56 ,    840608 ,   840666 ,           1 ,      0
F11978#F2463  ,          1881 ,    834749 ,   836632 ,          30 ,     41
F25159#F10274 ,          2100 ,    834117 ,   836219 ,          38 ,     46
F27401#F27689 ,            97 ,    907109 ,   907208 ,           1 ,      1
F55958#F37582 ,           336 ,    802488 ,   802826 ,           3 ,      6
F10882#F39112 ,           567 ,    844993 ,   845563 ,           9 ,     12
F30167#F24244 ,          1066 ,    909707 ,   910775 ,          13 ,     23
F53186#F39562 ,            94 ,    809935 ,   810030 ,           0 ,      1
F26375#F56837 ,            97 ,    801570 ,   801669 ,           2 ,      1
F10766#F17503 ,           624 ,    798548 ,   799175 ,          10 ,     13
F31116#F32041 ,            52 ,    851040 ,   851095 ,           1 ,      0
F5051#F56885  ,           703 ,    842899 ,   843606 ,           8 ,      8
F45570#F1972  ,            50 ,    825563 ,   825616 ,           0 ,      0
F52866#F54751 ,           142 ,    933858 ,   934002 ,           0 ,      2
F23629#F13733 ,          1384 ,    816520 ,   817907 ,          21 ,     31
F28236#F41407 ,           181 ,    809581 ,   809765 ,           2 ,      3
F7105#F8889   ,          1436 ,    828367 ,   829807 ,          21 ,     31
F48020#F29051 ,           369 ,    841683 ,   842055 ,           7 ,      7
F32860#F37578 ,           540 ,    885930 ,   886472 ,           3 ,     11
F2513#F57244  ,           184 ,    805565 ,   805752 ,           4 ,      3
F29624#F48023 ,            96 ,    934867 ,   934966 ,           0 ,      1
F61375#F54461 ,            93 ,    813453 ,   813548 ,           1 ,      1
F54565#F28733 ,            51 ,    801705 ,   801759 ,           0 ,      0
F45884#F27883 ,           988 ,    794185 ,   795175 ,           9 ,     22
F42426#F43442 ,           738 ,    796141 ,   796882 ,          12 ,     16
F5541#F35163  ,           312 ,    891407 ,   891721 ,           7 ,      6
F38609#F23396 ,          1538 ,    844343 ,   845884 ,          14 ,     33
F741#F46923   ,           639 ,    976702 ,   977344 ,          11 ,     13
F5005#F43552  ,          1081 ,    852736 ,   853819 ,          12 ,     23
F14537#F29000 ,           544 ,    838269 ,   838815 ,          10 ,     11
F43050#F4025  ,           732 ,    832647 ,   833381 ,          10 ,     15
F11520#F51150 ,           634 ,    834002 ,   834638 ,          12 ,     13
F51813#F26481 ,           142 ,    908829 ,   908974 ,           1 ,      2
F27149#F59267 ,           143 ,    842252 ,   842398 ,           1 ,      2
F28206#F5081  ,          1135 ,    973727 ,   974864 ,          21 ,     24
F55470#F5076  ,           192 ,    869500 ,   869694 ,           3 ,      3
F62608#F45904 ,            98 ,    846725 ,   846825 ,           2 ,      1
F7020#F27023  ,          1521 ,    840555 ,   842078 ,          28 ,     33
F37065#F45151 ,           635 ,    836491 ,   837128 ,           8 ,     13
F28348#F60427 ,            98 ,    912251 ,   912351 ,           1 ,      1
F21659#F63153 ,            54 ,    847002 ,   847058 ,           0 ,      0
F56626#F46437 ,           141 ,    960795 ,   960939 ,           1 ,      2
F61694#F12895 ,            53 ,    884013 ,   884068 ,           0 ,      0
F39605#F8355  ,           832 ,    850687 ,   851521 ,          12 ,     17
F43746#F3016  ,           369 ,    842597 ,   842968 ,           6 ,      7
F53737#F20258 ,           142 ,    837722 ,   837867 ,           0 ,      2
F28621#F53639 ,           364 ,    914736 ,   915102 ,           4 ,      7
F20109#F46916 ,           147 ,    809105 ,   809254 ,           2 ,      2
F51253#F9604  ,           227 ,    875810 ,   876039 ,           2 ,      4
F27708#F28046 ,           448 ,    866902 ,   867352 ,           6 ,      9
F2281#F36085  ,           279 ,    807304 ,   807585 ,           5 ,      5
F68#F60460    ,            60 ,    799376 ,   799438 ,           1 ,      0
F10262#F26214 ,           665 ,    800124 ,   800792 ,          11 ,     14
F29104#F18055 ,          1382 ,    899468 ,   900852 ,          15 ,     30
F62616#F17779 ,            56 ,    828395 ,   828454 ,           1 ,      0
F48893#F980   ,           635 ,    875823 ,   876461 ,           5 ,     13
F41103#F6432  ,          1081 ,    946874 ,   947958 ,          11 ,     22
F19842#F59231 ,            97 ,    847431 ,   847531 ,           1 ,      1
F39461#F47676 ,           279 ,    839636 ,   839916 ,           2 ,      5
F11465#F10507 ,          2558 ,    837905 ,   840465 ,          39 ,     56
F3675#F14695  ,          2535 ,    866961 ,   869500 ,          39 ,     55
F43339#F31070 ,           467 ,    853270 ,   853740 ,           1 ,      5
F45449#F38464 ,           181 ,    821021 ,   821205 ,           4 ,      3
F12158#F30076 ,           482 ,    948959 ,   949444 ,           9 ,     10
F61286#F33856 ,            51 ,    817125 ,   817178 ,           1 ,      0
F34123#F55492 ,           227 ,    807035 ,   807264 ,           1 ,      4
F6099#F7365   ,          2023 ,    802604 ,   804629 ,          29 ,     46
F29268#F63537 ,            50 ,    797482 ,   797534 ,           0 ,      0
F22486#F55352 ,           179 ,    895718 ,   895899 ,           2 ,      3
F9228#F16879  ,           997 ,    804820 ,   805819 ,          19 ,     22
F18311#F6698  ,           780 ,    964933 ,   965715 ,          12 ,     17
F25225#F6938  ,           957 ,    849926 ,   850885 ,          18 ,     20
F53669#F28325 ,           234 ,    842146 ,   842382 ,           3 ,      4
F45084#F32542 ,           232 ,    837863 ,   838097 ,           3 ,      4
F54637#F6298  ,           460 ,    832430 ,   832892 ,           9 ,      9
F61119#F4187  ,           235 ,    895675 ,   895912 ,           4 ,      4
F43074#F47700 ,           276 ,    844485 ,   844763 ,           2 ,      5
F2851#F42684  ,           831 ,    980623 ,   981456 ,          16 ,     17
F18027#F31501 ,           104 ,    865202 ,   865308 ,           2 ,      1
F12160#F53496 ,           279 ,    850070 ,   850351 ,           6 ,      5
F23387#F23068 ,          1602 ,    838385 ,   839989 ,          19 ,     35
F2701#F18399  ,          1825 ,    833016 ,   834844 ,          31 ,     40
F32587#F49581 ,           140 ,    912866 ,   913009 ,           1 ,      2
F39505#F10971 ,           985 ,    810415 ,   811403 ,          18 ,     22
F16651#F14381 ,          1992 ,    923936 ,   925930 ,          35 ,     45
F1719#F9243   ,          2609 ,    836283 ,   838895 ,          39 ,     59
F40467#F1190  ,           616 ,    813336 ,   813954 ,           7 ,     13
F33075#F45323 ,           432 ,    808726 ,   809159 ,           2 ,      9
F1086#F6308   ,          1329 ,    802810 ,   804141 ,          20 ,     30
F52185#F45197 ,           134 ,    885009 ,   885145 ,           0 ,      2
F59269#F48279 ,            59 ,    797373 ,   797434 ,           1 ,      0
F6998#F22019  ,          2509 ,    917556 ,   920067 ,          33 ,     57
F36550#F46211 ,           196 ,    884113 ,   884312 ,           4 ,      3
F5333#F51692  ,            53 ,    841728 ,   841783 ,           0 ,      0
F45321#F28202 ,           413 ,    835145 ,   835560 ,           3 ,      8
F36747#F34537 ,           277 ,    830691 ,   830970 ,           3 ,      5
F4102#F10268  ,          1266 ,    904359 ,   905627 ,          19 ,     27
F22755#F12219 ,          1709 ,    805040 ,   806752 ,          20 ,     37
F47185#F58604 ,            51 ,    868914 ,   868968 ,           1 ,      0
F62933#F40506 ,            53 ,    903107 ,   903163 ,           1 ,      0
F46686#F5002  ,           851 ,    845918 ,   846772 ,          12 ,     18
F41343#F13104 ,           679 ,    831280 ,   831961 ,          13 ,     14
F51540#F22970 ,           365 ,    827286 ,   827654 ,           3 ,      7
F56808#F39934 ,            53 ,    904265 ,   904320 ,           0 ,      0
F30512#F11521 ,           397 ,    810262 ,   810662 ,           7 ,      8
F6227#F37806  ,           391 ,    838097 ,   838490 ,           6 ,      8
F25566#F38729 ,            62 ,    917426 ,   917491 ,           1 ,      0
F11642#F19041 ,            54 ,    811905 ,   811961 ,           1 ,      0
F54849#F16136 ,            51 ,    803615 ,   803669 ,           0 ,      0
F8653#F58156  ,           223 ,    797467 ,   797692 ,           5 ,      4
F51839#F31009 ,            51 ,    817466 ,   817520 ,           0 ,      0
F62964#F48715 ,            92 ,    864034 ,   864129 ,           0 ,      0
F9268#F55734  ,           368 ,    846012 ,   846383 ,           6 ,      7
F40929#F22171 ,           665 ,    929668 ,   930335 ,          11 ,     13
F29645#F19806 ,            52 ,    811034 ,   811089 ,           1 ,      0
F26434#F38919 ,           482 ,    801299 ,   801783 ,           6 ,     10
F7407#F35373  ,            53 ,    794756 ,   794810 ,           1 ,      0
F29281#F8260  ,           392 ,    794990 ,   795384 ,           9 ,      8
F36970#F1101  ,           668 ,    899421 ,   900091 ,          10 ,     14
F17760#F21284 ,          1919 ,    838379 ,   840300 ,          33 ,     42
F57801#F56038 ,           101 ,    938392 ,   938496 ,           1 ,      1
F60301#F19094 ,            56 ,    818473 ,   818531 ,           0 ,      0
F59385#F23612 ,           187 ,    825050 ,   825239 ,           4 ,      3
F9418#F20128  ,           733 ,    837752 ,   838488 ,          11 ,     15
F30705#F39652 ,            53 ,    832642 ,   832697 ,           1 ,      0
F57583#F13197 ,           241 ,    905835 ,   906078 ,           3 ,      4
F16121#F6570  ,          2433 ,    838511 ,   840946 ,          46 ,     53
F13167#F46250 ,           629 ,    969995 ,   970628 ,          10 ,     13
F20141#F20697 ,           780 ,    854305 ,   855087 ,           7 ,     16
F19929#F27603 ,           294 ,    837240 ,   837537 ,           6 ,      5
F37176#F59220 ,            53 ,    841654 ,   841709 ,           0 ,      0
F20350#F5859  ,          2109 ,    835229 ,   837340 ,          39 ,     46
F31034#F25269 ,           723 ,    915021 ,   915746 ,          14 ,     15
F35109#F27229 ,           102 ,    833914 ,   834017 ,           1 ,      1
F13141#F11738 ,          3048 ,    960975 ,   964024 ,          49 ,     67
F29804#F40770 ,           147 ,    882220 ,   882369 ,           1 ,      2
F26853#F8880  ,           323 ,    851226 ,   851551 ,           5 ,      6
F8248#F42468  ,           898 ,    838090 ,   838990 ,          12 ,     19
F27710#F27232 ,           588 ,    841519 ,   842110 ,          11 ,     12
F3509#F31851  ,           411 ,    911500 ,   911913 ,           9 ,      8
F1596#F5699   ,          3623 ,    805592 ,   809217 ,          58 ,     80
F57036#F54007 ,            61 ,    927416 ,   927480 ,           1 ,      0
F662#F230     ,          3308 ,    899149 ,   902459 ,          62 ,     71
F45278#F20260 ,           144 ,    850905 ,   851051 ,           3 ,      2
F6380#F43661  ,           146 ,    841002 ,   841151 ,           2 ,      2
F61399#F15233 ,           100 ,    835826 ,   835928 ,           2 ,      1
F40096#F11823 ,           244 ,    907736 ,   907982 ,           5 ,      4
F46718#F60155 ,            54 ,    844403 ,   844460 ,           0 ,      0
F27803#F19778 ,            54 ,    911783 ,   911839 ,           0 ,      0
F50313#F54734 ,           196 ,    937879 ,   938077 ,           0 ,      3
F6434#F24057  ,          3314 ,    850321 ,   853637 ,          51 ,     73
F8672#F57330  ,            99 ,    838011 ,   838113 ,           1 ,      1
F21789#F26900 ,           693 ,    840855 ,   841551 ,           5 ,     14
F36040#F21136 ,            53 ,    900233 ,   900289 ,           0 ,      0
F14929#F25589 ,           155 ,    847531 ,   847690 ,           2 ,      1
F56993#F49474 ,           102 ,    860774 ,   860878 ,           1 ,      1
F61474#F14104 ,            54 ,    971682 ,   971738 ,           0 ,      0
F45166#F23200 ,           240 ,    866035 ,   866278 ,           3 ,      4
